   35.0000  6.770597E-02
   35.0401  6.744586E-02
   35.0802  6.718698E-02
   35.1202  6.692940E-02
   35.1603  6.667303E-02
   35.2004  6.641792E-02
   35.2405  6.616402E-02
   35.2806  6.591136E-02
   35.3206  6.565990E-02
   35.3607  6.540965E-02
   35.4008  6.516062E-02
   35.4409  6.491276E-02
   35.4810  6.466613E-02
   35.5210  6.442066E-02
   35.5611  6.416659E-02
   35.6012  6.391376E-02
   35.6413  6.366222E-02
   35.6814  6.341188E-02
   35.7214  6.316278E-02
   35.7615  6.291492E-02
   35.8016  6.266830E-02
   35.8417  6.242286E-02
   35.8818  6.217863E-02
   35.9218  6.193559E-02
   35.9619  6.169377E-02
   36.0020  6.145313E-02
   36.0421  6.121365E-02
   36.0822  6.097537E-02
   36.1222  6.072944E-02
   36.1623  6.048036E-02
   36.2024  6.023254E-02
   36.2425  5.998598E-02
   36.2826  5.974067E-02
   36.3226  5.949663E-02
   36.3627  5.925382E-02
   36.4028  5.901225E-02
   36.4429  5.877190E-02
   36.4830  5.853279E-02
   36.5230  5.829491E-02
   36.5631  5.805820E-02
   36.6032  5.782270E-02
   36.6433  5.758840E-02
   36.6834  5.735587E-02
   36.7234  5.712983E-02
   36.7635  5.690488E-02
   36.8036  5.668104E-02
   36.8437  5.645829E-02
   36.8838  5.623667E-02
   36.9238  5.601609E-02
   36.9639  5.579662E-02
   37.0040  5.557822E-02
   37.0441  5.536089E-02
   37.0842  5.514461E-02
   37.1242  5.492937E-02
   37.1643  5.471519E-02
   37.2044  5.450207E-02
   37.2445  5.428997E-02
   37.2846  5.408674E-02
   37.3246  5.390292E-02
   37.3647  5.371990E-02
   37.4048  5.353764E-02
   37.4449  5.335617E-02
   37.4850  5.317545E-02
   37.5251  5.299552E-02
   37.5651  5.281633E-02
   37.6052  5.263792E-02
   37.6453  5.246026E-02
   37.6854  5.228334E-02
   37.7255  5.210718E-02
   37.7655  5.193176E-02
   37.8056  5.175708E-02
   37.8457  5.158314E-02
   37.8858  5.141103E-02
   37.9258  5.124290E-02
   37.9659  5.107540E-02
   38.0060  5.090862E-02
   38.0461  5.074251E-02
   38.0862  5.057707E-02
   38.1263  5.041232E-02
   38.1663  5.024824E-02
   38.2064  5.008485E-02
   38.2465  4.992209E-02
   38.2866  4.976001E-02
   38.3267  4.959860E-02
   38.3667  4.943782E-02
   38.4068  4.927771E-02
   38.4469  4.911823E-02
   38.4870  4.895943E-02
   38.5271  4.880270E-02
   38.5671  4.864663E-02
   38.6072  4.849120E-02
   38.6473  4.833638E-02
   38.6874  4.818220E-02
   38.7275  4.802863E-02
   38.7675  4.787566E-02
   38.8076  4.772333E-02
   38.8477  4.757158E-02
   38.8878  4.742045E-02
   38.9279  4.726990E-02
   38.9679  4.711998E-02
   39.0080  4.697066E-02
   39.0481  4.682191E-02
   39.0882  4.667376E-02
   39.1283  4.652588E-02
   39.1683  4.637824E-02
   39.2084  4.623116E-02
   39.2485  4.608467E-02
   39.2886  4.593876E-02
   39.3287  4.579343E-02
   39.3687  4.564870E-02
   39.4088  4.550451E-02
   39.4489  4.536092E-02
   39.4890  4.521789E-02
   39.5291  4.507545E-02
   39.5691  4.493355E-02
   39.6092  4.479221E-02
   39.6493  4.465145E-02
   39.6894  4.451124E-02
   39.7295  4.437158E-02
   39.7695  4.423372E-02
   39.8096  4.409707E-02
   39.8497  4.396095E-02
   39.8898  4.382537E-02
   39.9299  4.369033E-02
   39.9699  4.355579E-02
   40.0100  4.342179E-02
   40.0501  4.328831E-02
   40.0902  4.315532E-02
   40.1303  4.302288E-02
   40.1703  4.289092E-02
   40.2104  4.275949E-02
   40.2505  4.262859E-02
   40.2906  4.249816E-02
   40.3307  4.236826E-02
   40.3707  4.223886E-02
   40.4108  4.211583E-02
   40.4509  4.199686E-02
   40.4910  4.187832E-02
   40.5311  4.176019E-02
   40.5711  4.164248E-02
   40.6112  4.152521E-02
   40.6513  4.140834E-02
   40.6914  4.129187E-02
   40.7315  4.117585E-02
   40.7715  4.106022E-02
   40.8116  4.094499E-02
   40.8517  4.083016E-02
   40.8918  4.071574E-02
   40.9319  4.060174E-02
   40.9719  4.048812E-02
   41.0120  4.037490E-02
   41.0521  4.026319E-02
   41.0922  4.015423E-02
   41.1323  4.004563E-02
   41.1723  3.993741E-02
   41.2124  3.982954E-02
   41.2525  3.972204E-02
   41.2926  3.961491E-02
   41.3327  3.950814E-02
   41.3727  3.940172E-02
   41.4128  3.929567E-02
   41.4529  3.918996E-02
   41.4930  3.908464E-02
   41.5331  3.897963E-02
   41.5731  3.887499E-02
   41.6132  3.877072E-02
   41.6533  3.866680E-02
   41.6934  3.856321E-02
   41.7335  3.846188E-02
   41.7735  3.836147E-02
   41.8136  3.826142E-02
   41.8537  3.816168E-02
   41.8938  3.806226E-02
   41.9339  3.796316E-02
   41.9739  3.786439E-02
   42.0140  3.776595E-02
   42.0541  3.766783E-02
   42.0942  3.757001E-02
   42.1343  3.747251E-02
   42.1743  3.737534E-02
   42.2144  3.727847E-02
   42.2545  3.718192E-02
   42.2946  3.708568E-02
   42.3347  3.698976E-02
   42.3747  3.689416E-02
   42.4148  3.680135E-02
   42.4549  3.670906E-02
   42.4950  3.661703E-02
   42.5351  3.652531E-02
   42.5751  3.643387E-02
   42.6152  3.634272E-02
   42.6553  3.625184E-02
   42.6954  3.616126E-02
   42.7355  3.607093E-02
   42.7756  3.598090E-02
   42.8156  3.589115E-02
   42.8557  3.580168E-02
   42.8958  3.571249E-02
   42.9359  3.562357E-02
   42.9760  3.553492E-02
